"Name","LastKnownName","UEN","SocietyRegisteredAddress","RegisteredDate"
"Tiong Woon Chinese Musical Band Troupe","","T02SS0035B","14 Jiak Chuan Road, Singapore 089266","2002-03-09"
"Tiow Hoon Tien Chinese Temple","","T00SS0202D","523 Yishun Industrial Park A, Singapore 768770","2000-10-23"
"Ti-Sarana Buddhist Association","","S77SS0035L","303 GUILLEMARD ROAD, #01 , Singapore 399741","1977-03-26"
"Tissue Engineering and Regenerative Medicine International Society - Asia-Pacific Chapter","","T12SS0199K","50 NANYANG AVENUE, N4.1 NTU SCH OF MAT SCI & ENG, Singapore 639798","2012-10-10"
"Ti-Tsang Buddhist Association","","S96SS0033J","603 GEYLANG ROAD, Singapore 389542","1996-03-29"
"TLC Charity Clinic","","T15SS0030G","2 JALAN ULU SIGLAP, LC Nursing Home Building, Singapore 457121","2015-03-04"
"TNT Tennis Club","","T13SS0083K","99 FARRER DRIVE, #03-06 SOMMERVILLE PARK, Singapore 259293","2013-05-09"
"Toa Payoh Central  Zone 6 Residents' Network","Toa Payoh Central Zone `6' Residents' Committee","S80SS0095J","93 Toa Payoh Central, Singapore 319194","1980-04-24"
"Toa Payoh Central Citizens' Consultative Committee","","S80SS0143E","93 Toa Payoh Central, Singapore 319194","1980-05-24"
"Toa Payoh Central Zone 1 Residents' Network","Toa Payoh Central Zone '1' Residents' Network","S80SS0094B","93 Toa Payoh Central, Singapore 319194","1980-04-24"
"Toa Payoh Central Zone 2 Residents' Network","Toa Payoh Central Zone `2' Residents' Committee","S80SS0100H","93 Toa Payoh Central, Singapore 319194","1980-05-20"
"Toa Payoh Central Zone 3 Residents' Network","Toa Payoh Central Zone `3' Residents' Committee","S80SS0075K","93 Toa Payoh Central, Singapore 319194","1980-04-24"
"Toa Payoh Central Zone 4 Residents' Network","Toa Payoh Central Zone `4' Residents' Committee","S80SS0076F","93 Toa Payoh Central, Singapore 319194","1980-04-24"
"Toa Payoh Central Zone 5 Residents' Network","Toa Payoh Central Zone `5' Residents' Committee","S80SS0084H","93 Toa Payoh Central, Singapore 319194","1980-04-24"
"Toa Payoh Crest Residents' Network","","T18SS0158B","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB (U/C), Singapore 319642","2018-10-29"
"Toa Payoh East Citizens' Consultative Committee","Toa Payoh East-Novena Citizens' Consultative Committee","S97SS0123L","160 Lorong 6 Toa Payoh, Toa Payoh East Community Club , Singapore 319380","1997-08-27"
"Toa Payoh East Zone 1 Residents' Network","Toa Payoh East Zone `1' Residents' Committee","S82SS0042F","225 LORONG 8 TOA PAYOH, #01-52 TOA PAYOH EIGHT, Singapore 310225","1982-02-06"
"Toa Payoh East Zone 2 Residents' Network","Toa Payoh East Zone `2' Residents' Committee","S80SS0078J","228 LORONG 8 TOA PAYOH, #01-146 TOA PAYOH EIGHT, Singapore 310228","1980-04-24"
"Toa Payoh East Zone 4 Residents' Network","Toa Payoh East Zone `4' Residents' Committee","S80SS0098H","160 Lorong 6 Toa Payoh, Singapore 319380","1980-05-20"
"Toa Payoh East Zone 5 Residents' Network","Toa Payoh East Zone `5' Residents' Committee","S80SS0099D","255 KIM KEAT AVENUE, #01-134 , Singapore 310255","1980-05-20"
"Toa Payoh East Zone 6 Residents' Network","Toa Payoh East Zone 6 Resident's Network","S82SS0030J","261A TOA PAYOH EAST, #01-01 TOA PAYOH APEX, Singapore 311261","1982-01-20"
"Toa Payoh East Zone 7 Residents' Network","Toa Payoh East Zone `7' Residents' Committee","S81SS0117A","50 LORONG 5 TOA PAYOH, #01-63 EAST PAYOH PALM, Singapore 310050","1981-11-19"
"Toa Payoh East Zone 8 Residents' Network","Potong Pasir Zone 'One' Residents' Committee","S80SS0087G","214 LORONG 8 TOA PAYOH, #01-731 , Singapore 310214","1980-04-24"
"Toa Payoh Guitar Club","","S87SS0115F","83 BUKIT DRIVE, #02-07 THE RAINTREE, Singapore 587849","1987-12-29"
"TOA PAYOH HEIGHTS RESIDENTS' NETWORK","Toa Payoh Heights Residents' Committee","S80SS0083A","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","1980-04-24"
"Toa Payoh Industrial Park Manufacturers & Traders Association","","S87SS0107D","1002 Toa Payoh Industrial Park, #02-1447 , Singapore 319074","1987-09-30"
"Toa Payoh Lorong 7 Shopkeepers & Hawkers Association","","S82SS0070G","18 Lorong 7 Toa Payoh, #01-240 , Singapore 310018","1982-08-10"
"Toa Payoh Lorong 8 Shopkeepers & Hawkers Association","","S77SS0012B","212 Lorong 8 Toa Payoh, #01-53 , Singapore 310212","1977-11-07"
"Toa Payoh North Zone 1 Residents' Network","Toa Payoh North Zone `1' Residents' Committee","S80SS0188E","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","1980-09-03"
"Toa Payoh North Zone 2 Residents' Network","Toa Payoh North Zone `2' Residents' Committee","S80SS0189A","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","1980-09-03"
"Toa Payoh Ridge and Ascent Residents' Network","","T26SS0089D","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","2026-05-07"
"Toa Payoh Seu Teck Sean Tong","","S69SS0015H","2 Lorong 6 Toa Payoh, Singapore 319377","1969-04-07"
"Toa Payoh United Football Club","The Singapore Marble Football Club","S72SS0022D","127A DESKER ROAD, Singapore 209643","1972-05-08"
"Toa Payoh View Residents' Network","Toa Payoh View Residents' Committee","S80SS0077B","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","1980-04-24"
"Toa Payoh Vista Market, Hawkers and Merchants Association","","T24SS0035G","70 LORONG 4 TOA PAYOH, #01-341 TOA PAYOH VISTA, Singapore 310070","2024-02-19"
"Toa Payoh West Merchants Association","","S97SS0153D","124 Lorong 1 Toa Payoh, #01-489 , Singapore 310124","1997-09-30"
"Toa Payoh West-Thomson Citizens' Consultative Committee","Toa Payoh West-Balestier Citizens' Consultative Committee","S80SS0141B","200 LORONG 2 TOA PAYOH, TOA PAYOH WEST COMMUNITY CLUB, Singapore 319642","1980-05-24"
"Toastmasters' Club of Singapore","","S67SS0026K","6 Ford Canning Road, #03-00 YWCA Seminar Room Ford Canning Lodge, Singapore 179494","1967-07-22"
"Toastmasters in Christ","","T17SS0091K","27 TEO HONG ROAD, Singapore 088334","2017-05-25"
"Tobacco Association (Singapore)","Tobbaco Manufacturers & Importers Association of Singapore","S81SS0031L","51 LORONG 21 GEYLANG, #04-03 SPACE 21, Singapore 388466","1981-04-01"
"Todaks Touch Football Club","","T22SS0101L","57 CHOA CHU KANG LOOP, THE WARREN, Singapore 689685","2022-07-26"
"Toh Clan General Association (Singapore)","Nanyang Toh Clan Association","S40SS0011F","29 KINTA ROAD, Singapore 219098","1940-09-18"
"Toh Guan Enterprise Association","","T08SS0150J","48 TOH GUAN ROAD EAST, #01-133 ENTERPRISE HUB, Singapore 608586","2008-06-20"
"Toh Kia District Association, Singapore, The","","S47SS0037E","512A GEYLANG ROAD, Singapore 389468","2013-09-12"
"Toh Yi Residents' Network","Bukit Timah Toh Yi Residents' Committee","S94SS0145J","4 TOH YI DRIVE, #01-217 TOH YI GARDENS, Singapore 590004","1994-09-16"
"Toh-Si Cheng Gee Chor Shee","","S76SS0066F","7 Lorong 35 Geyleng, #04-01 , Singapore 387939","1976-12-01"
"Tokushin Karate Association","","T08SS0207B","151 CAVENAGH ROAD, #07-157 CAVENAGH COURT, Singapore 229628","2008-11-15"
"Tokyu Association (Singapore)","Tokyu Association of Asia","S92SS0065G","1 RAFFLES QUAY, #49-00 ONE RAFFLES QUAY, Singapore 048583","1992-10-14"
"Tomlinson Society ","","T23SS0083B","91 TANGLIN ROAD, #-B1-01 TANGLIN PLACE, Singapore 247918","2023-07-10"
"Tomorrow's Hope","","T02SS0094C","84A Queen's Road, Singapore 266776","2002-07-08"
"Tong Ann Temple","","S85SS0094E","18-A Lorong 37 Geylang, Singapore 387913","1985-11-18"
"Tong Ann Tor Tow Lian Ngee Sia","","S78SS0009G","531 UPPER CROSS STREET, #04-42 HONG LIM COMPLEX, Singapore 050531","1978-01-27"
"Tong Bao Taijiquan Pushing Hand Association","","S88SS0098D","15 LORONG 29 GEYLANG, #04-01 PTH BUILDING, Singapore 388069","1988-11-11"
"Tong Bee Sia","","S39SS0020B","521 Geylang Road, #02-01 , Singapore 389477","1939-04-24"
"Tong De Miao","","T21SS0004C","25 KAKI BUKIT ROAD 4, #07-53 SYNERGY @ KB, Singapore 417800","2021-01-12"
"Tong Heng Kang Ah Hood Road Kampong Sin Huay Temple","","S94SS0111K","177Q Lorong 7 Toa Payoh, Singapore 319318","1994-10-31"
"Tong Jing Cultural Association","","T06SS0068C","94 Thomson Green, Singapore 574961","2006-02-21"
"Tong Lam Club","","S26SS0001C","3 Trengganu Street, #03-02 , Singapore 058457","1926-05-19"
"Tong Min Friendly Union","","S40SS0009B","41A HONGKONG STREET, Singapore 059680","1940-03-09"
"Tong San Lee Chee Sia","Tong San Le Che Sia","S37SS0017C","68 LORONG 16 GEYLANG, #03-04 ASSOCIATION BUILDING, Singapore 398889","1937-08-31"
"Tong Sheng Tang","","T07SS0098A","1 Bukit Batok Crescent, #07-26 WCEGA Plaza, Singapore 658064","2007-06-13"
"Tong Tek Buddhist Temple","Tong Tek Tng Female Vegetarian Temple","S95SS0021G","1055 Serangoon Road, Singapore 328172","1995-03-02"
"Tong Tien Kung Temple","","S84SS0027H","8 Bukit Batok Street 21, Singapore 659631","1984-01-06"
"TONG WEI ATHLETIC ASSOCIATION","","T16SS0105A","7 mandai  link, #10-14 , Singapore 728653","2016-06-03"
"Tong Whye Physical Association","","S71SS0057E","212 Jurong East Street 32, Singapore 609474","1971-11-22"
"Tong Whye Temple","","S80SS0033J","212 Jurong East Street 32, Singapore 609474","1980-11-11"
"TONG YEW SIA","","T11SS0192L","462C SERANGOON ROAD, Singapore 218141","2011-10-18"
"Tongji University Alumni ( Singapore )","","T07SS0094F","12 WOODLANDS SQUARE, #04-75 WOODS SQUARE, Singapore 737715","2007-08-24"
"Toong Chai English Presbyterian Church","","T12SS0059K","8 FOWLIE ROAD, TOONG CHAI SCHOOL, Singapore 428482","2012-04-03"
"Toong Chai Presbyterian Church","","T11SS0127L","8 FOWLIE ROAD, Singapore 428482","2011-07-08"
"Torch Foundation","","T19SS0006K","80 CHANGI ROAD, #02-26 CENTROPOD @ CHANGI, Singapore 419715","2019-01-08"
"Tornados Hockey Club","","T03SS0234D","896 Dunearn Road, #03-03A Sime Darby Centre, Singapore 589472","2003-11-28"
"Torpedo Swim Team","","T05SS0068J","658C Jurong West St 65, #03-612 , Singapore 643658","2005-01-20"
"Touch  Singapore","Touch Association of Singapore","T16SS0073J","33 UBI AVENUE 3, #08-68 VERTEX, Singapore 408868","2016-04-11"
"Touch Sala Bai","","T13SS0226E","431 BUKIT TIMAH ROAD, #09-433 JAYA TOWER, Singapore 259738","2013-12-31"
"Touching Young Lives International","","T05SS0014L","1 UBI VIEW, #04-27 FOCUS ONE, Singapore 408555","2005-01-25"
"Towerrunning Association of Singapore","","T20SS0125F","63 BISHAN STREET 21, #02-05 BISHAN 8, Singapore 574045","2020-08-28"
"Toxicology Society (Singapore)","","T11SS0017D","33 JALAN SINGA, #02-06 SINGA HILLS, Singapore 418109","2011-02-03"
"Traction Circle Club","","T02SS0068E","3016 BEDOK NORTH AVENUE 4, #01-22 EASTECH, Singapore 489947","2002-04-26"
"Tractors Singapore Staff Recreation Club","","S74SS0030E","26 Benoi Sector, Jurong, c/o Tractor Singapore Ltd, Singapore 629858","1974-09-26"
"TRADE AND INDUSTRY ASSOCIATION (SINGAPORE)","","T12SS0183G","21 SPRINGSIDE PLACE, #03-02 , Singapore 786424","2012-09-24"
"Trade Fair Merchants' Association of Singapore","","T08SS0133J","276 BUKIT BATOK EAST AVENUE 4, #02-118 , Singapore 650276","2008-05-15"
"Traditional Archery Association (Singapore)","Historical and Traditional Archery Association (Singapore)","T16SS0133B","125 PASIR RIS ROAD, TEE SIDE CHALET, Singapore 519121","2016-07-14"
"Traditional Chinese Medicine Academic and Cultural Exchange Association, Singapore","","T25SS0161A","192 PANDAN LOOP, #07-23 PANTECH BUSINESS HUB, Singapore 128381","2025-09-18"
"Traditional Southern Fujian Music Society","","S93SS0025C","5 Teo Hong Road (2nd Floor), Singapore 088323","1993-02-18"
"Trakindo Utama Sports & Recreation Association","","S76SS0040J","7 Tuas Avenue 2, Singapore 639447","1976-05-21"
"Trampoline Singapore","","T13SS0217G","6 TAMPINES STREET 92, #01-01 YO:HA @ TAMPINES, Singapore 528893","2013-12-23"
"Trans Family Services","Trans Centre","S88SS0005D","411 Bedok North Avenue 2, #01-106 , Singapore 460411","1988-06-11"
"Transactional Analysis Association, The","","S89SS0015C","24 Kew Crescent, Singapore 466364","1989-03-08"
"Trans-Cab Operators' Association (TCOA)","","T05SS0053B","141 Redhill Road, #03-01 BLK C BUKIT MERAH SKILLS Development Centre, Singapore 158828","2005-01-10"
"Transient Workers Count Too (TWC2)","","T04SS0088C","180B BENCOOLEN STREET, #09-01 THE BENCOOLEN, Singapore 189648","2004-08-12"
"TRANSIT POINT COMMUNITY SERVICES","","T12SS0230G","18 BOON LAY WAY, #08-98 TRADEHUB 21, Singapore 609966","2012-12-03"
"Transitioning - Unemployment Support Services (TUSS)","","T09SS0079H","8 Bedok Ria Crescent, Singapore 489824","2009-04-06"
"Transported Asset Protection Association Asia Pacific","","T13SS0181J","10 ANSON ROAD, #33-15 INTERNATIONAL PLAZA, Singapore 079903","2013-11-01"
"Travelers Masonic Club","Pinoy Masonic Club (Singapore)","T12SS0046F","No. 1 JALAN KILANG TIMOR, #03-03 Redhill Forum, Singapore 159308","2012-03-16"
"Treasure Tampines Changkat Residents' Network","","T23SS0126F","285 TAMPINES STREET 22, #01-217  , Singapore 520285","2023-11-03"
"Tree of Life Christian Church","","T09SS0092B","39 WOODLANDS CLOSE, #08-75 MEGA@WOODLANDS, Singapore 737856","2009-04-20"
"Triathlon Association Of Singapore","","S92SS0052C","3 STADIUM DRIVE, #01-33 Sport Singapore, Singapore 397630","1992-09-10"
"Triathlon Family Club","","T04SS0087G","49 MOUNT SINAI AVENUE, MOUNT SINAI, Singapore 277187","2004-03-23"
"Tri-energy Consciousness Society","","T15SS0182D","1 GOLDHILL PLAZA, #03-39 GOLDHILL PLAZA, Singapore 308899","2015-11-03"
"Trinity Collective","","T21SS0020G","1 PEMIMPIN DRIVE, #01-02 ONE PEMIMPIN, Singapore 576151","2021-02-02"
"Triple Gems Buddhist Society","","S93SS0128D","27 LORONG 24 GEYLANG, Singapore 398630","1993-04-28"
"Triumphs Of His Grace","","S91SS0046K","208 HOUGANG STREET 21, #03-223 KOVAN CITY, Singapore 530208","1991-11-22"
"Trivelis Residents' Network","Trivelis Residents' Committee","T16SS0100K","20 TOH YI DRIVE, BUKIT TIMAH COMMUNITY CLUB, Singapore 596569","2016-05-26"
"TRIZ Association (Singapore)","Singapore TRIZ Association","T07SS0048J","159 SIN MING ROAD, #03-05 AMTECH BUILDING CAD-IT Consultants (Asia) Pte. Ltd, Singapore 575625","2007-01-25"
"Trombone Society (Singapore)","","T02SS0146E","2 CRANE ROAD, Singapore 429351","2002-08-23"
"Tropang Smashers (Singapore)","","T10SS0135H","495 TAMPINES AVENUE 5, TAMPINES TRAINING HALL, Singapore 529649","2010-10-05"
"Tropica Residents' Network","","T26SS0084B","5 TAMPINES AVENUE 3, TAMPINES WEST COMMUNITY CLUB, Singapore 529705","2026-04-30"
"Tropical Blades Ice Skating Club","","T01SS0130H","58 Old Upper Thomson Road, Singapore 576230","2001-07-21"
"Tropical Literature and Art Club","","S97SS0054J","321 ALEXANDRA ROAD, #02-31 ALEXANDRA CENTRAL, Singapore 159971","1997-04-04"
"True Buddha Shi Cheng Association","True Buddha Shi Cheng Temple","S89SS0046C","117 SIMS AVENUE, Singapore 387441","1989-09-04"
"True Buddha Tantrayana Wisdom Association","","T13SS0110L","50A Geylang Lor 8, Singapore 399110","2013-06-21"
"True Grace Presbyterian Church","","T12SS0075C","5209 ANG MO KIO AVENUE 6, PRESBYTERIAN HIGH SCHOOL, Singapore 569845","2012-04-28"
"True Hearts.sg","","T20SS0168C","109 WOODLANDS VIEW, NORTHWAVE, Singapore 737712","2020-12-04"
"True Jesus Church (Adam Road)","","S90SS0027B","17-D Adam Road, Singapore 289890","1990-01-16"
"True Jesus Church (Sembawang)","","T03SS0084C","17D Adam Road, Singapore 289890","2003-05-27"
"True Jesus Church (Serangoon)","","T19SS0250H","17D ADAM ROAD, TRUE JESUS CHURCH SINGAPORE (ADAM ROAD), Singapore 289890","2019-11-25"
"True Jesus Church (Telok Kurau)","True Jesus Church, Singapore, The","S61SS0030J","32 Lorong H Telok Kurau, Singapore 426020","1961-08-24"
"True Jesus Church Co-ordination Board (Singapore)","","T00SS0136A","17-D Adam Road, Singapore 289890","2000-06-08"
"True Life Bible-Presbyterian Church","","T04SS0101D","9A Gilstead Road, Singapore 309063","2004-07-02"
"TRUE WAY PRESBYTERIAN CHURCH","","T12SS0174J","156B Stirling Road, TRUE WAY PRESBYTERIAN CHURCH, Singapore 148947","2012-08-19"
"True Way Presbyterian Church - English Congregation","","T12SS0173B","156B Stirling Road, Singapore 148947","2012-08-06"
"Truest Society","","T15SS0206E","14 ROBINSON ROAD, #8-01A FAR EAST FINANCE BUILDING, Singapore 048545","2015-12-03"
"Truth Baptist Church","","T07SS0083E","85 PEMIMPIN PLACE, CORAL PARK, Singapore 576082","2007-04-17"
"Truth Bible-Presbyterian Church","","T06SS0020D","201 Pandan Gardens, Singapore 609337","2006-01-03"
"Tse Tho Aum Temple","","S92SS0024B","601 Sin Ming Drive, Singapore 575719","1992-07-14"
"Tsien Hui Social and Welfare Centre","","T03SS0004G","26 Haig Road, Singapore 438735","2003-01-16"
"Tsinghua Alumni Association (Singapore)","","T07SS0073L","1 FUSIONOPOLIS WALK, #04-05/06 SOLARIS, Singapore 138628","2007-04-26"
"TSW Society (Singapore)","","T22SS0121K","60 PAYA LEBAR ROAD, #06-28 PAYA LEBAR SQUARE, Singapore 409051","2022-09-20"
"Tuan Kong Beo (Teochew) Temple","","S94SS0099E","51 Bedok North Avenue 4, Singapore 469695","1994-07-04"
"Tuan Meng Poh Thor Kai Hong Hu","","S93SS0027F","1 North Bridge Road, #23-03 High Street Centre, Singapore 179094","1993-01-13"
"Tuan Mong Alumni Association","Tuan Mong High School Alumni Association","S96SS0083A","213 KAKI BUKIT AVENUE 1, SHUN LI INDUSTRIAL PARK, Singapore 416041","1996-03-04"
"Tuan Mong Chinese Calligraphy Society ","","T19SS0151B","134A HILLVIEW AVENUE, #02-05 HILLTOP GROVE, Singapore 669620","2019-07-24"
"Tuas Pek Kong Keng Management Council","","S83SS0028K","118 Boon Lay Drive  Blk 118 Boon Lay Drive, Singapore 649923","1983-11-30"
"Tug of War Association (Singapore)","","T12SS0179L","17 SIMEI STREET 4, #09-03 DOUBLE BAY RESIDENCES, Singapore 529881","2012-09-20"
"Tug-Of-War Federation (Singapore)","","T11SS0154E","79 Nemesu Ave, Singapore 576311","2011-08-17"
"Tui San Miew Chinese Temple","","S94SS0046C","397 Bukit Batok Avenue 5, Singapore 658964","1994-07-16"
"TUJU ART GROUP","","T06SS0113L","1 JALAN KELABU ASAP, Singapore 278197","2006-05-27"
"Tuli Vajrayana Centre (Singapore)","","T08SS0002G","10 ANSON ROAD, #33-17 INTERNATIONAL PLAZA, Singapore 079903","2008-05-12"
"Tung Ann District Guild","","S29SS0005B","141 9th Floor Cecil Street, Singapore 069541","1929-10-29"
"Tung Ling Community Services","","T03SS0069F","145 Marine Parade Road, Singapore 449274","2003-05-27"
"Tung Ling Student Care Centre","","T00SS0054F","145 Marine Parade Road, Singapore 449274","2000-06-08"
"Tung On Wui Kun","","S13SS0002C","21 Bukit Pasoh Road, Singapore 089835","1913-07-15"
"Tung Ying Kit Taiji Quan Association","","S86SS0010H","137 Cecil Street, #06-01 , Singapore 069537","1986-01-29"
"Tungsan Sports Association","","T23SS0063C","522 SERANGOON NORTH AVENUE 4, #08-144  , Singapore 550522","2023-05-05"
"TUNKU ABDUL RAHMAN UNIVERSITY COLLEGE ALUMNI ASSOCIATION, SINGAPORE","","T19SS0034L","11 COLLYER QUAY, #06-03 THE ARCADE, Singapore 049317","2019-02-14"
"Tunnelling and Underground Construction Society (Singapore)","","S98SS0063A","60 ALBERT STREET, #10-06 OG ALBERT COMPLEX, Singapore 189969","1998-05-22"
"Turning Point, The","","S91SS0058G","341 Jamaica Road, The Turning Point, Singapore 757615","1991-10-08"
"Tuskers Cricket Club","","T12SS0210H","25 TAGORE LANE, #03-08 SINGAPORE GODOWN, Singapore 787602","2012-10-31"
"Twin Fountains-Bellewoods Residents' Network","","T23SS0066B","120 WOODLANDS AVENUE 1, ACE THE PLACE COMMUNITY CLUB, Singapore 739069","2023-05-18"
"Twin Waterfalls Residents' Network","","T18SS0181A","259C PUNGGOL FIELD, #01-47 PUNGGOL TOPAZ, Singapore 823259","2018-12-04"
"Twinpeaks Members' Lobby","Peer Members' Lobby","S85SS0040G","150 Orchard Road, #05-38/43 Orchard Plaza, Singapore 238841","1985-03-20"
"Tzu Chi Shen Tzu Association","","S93SS0031B","16 Lorong 28 Geylang, Singapore 398420","1993-03-08"
"U & I Tennis Club (UITC)","","S84SS0113K","10 Lakepoint Drive, #06-58 , Singapore 648927","1984-10-02"
"UAE Singapore Business Council","","T18SS0041A","1 MARINA BOULEVARD, #20-00 ONE MARINA BOULEVARD, Singapore 018989","2018-03-22"
"UAV Industry Association Singapore","","T17SS0176D","400 ORCHARD ROAD, ORCHARD TOWERS, Singapore 238875","2017-09-15"
"UAVionics Society","","T14SS0086C","16 Nanyang Drive, Unit 214, Innovation Centre Block 1,, Singapore 637722","2014-06-03"
"Ubi Grove Residents' Network","","T23SS0096F","358D UBI ROAD 3, #01-208 UBI GROVE, Singapore 404358","2023-08-21"
"UBI WANG XIANG TANG","","T21SS0072B","3027A UBI ROAD 3, #01-92 KAMPONG UBI INDUSTRIAL ESTATE, Singapore 408656","2021-04-27"
"Ubin Thai Buddhist Temple","","T03SS0236G","70 Sengkang West Avenue, #01-03 , Singapore 797651","2003-12-20"
"UCOBANK Recreation Club, Singapore","","S68SS0045G","3 Raffles Place, Bharath Building, Singapore 048617","1968-10-18"
"Udaya Library","Udaya Reading And Library","S58SS0029L","11 Hill View Avenue, #01-1364 , Singapore 660011","1958-10-23"
"Udumbara Mission","","T25SS0171F","56 CHOA CHU KANG NORTH 6, #15-31 YEW MEI GREEN, Singapore 689577","2025-10-02"
"Ukrainian Club in Singapore","","T15SS0097J","14 ROBINSON ROAD, #08-01 FAR EAST FINANCE BUILDING, Singapore 048545","2015-06-14"
"Ultra-Spiritual Exercise Club (ALHAQ)","Ultra-Spiritual Exercise Club (ALHAK)","S78SS0003J","423 CHANGI ROAD, Singapore 419866","1978-12-02"
"Ulu Pandan Citizens' Consultative Committee","Ulu Pandan Constituency Citizens' Consultative Committee","S80SS0144A","170 Ghim Moh Road, Singapore 279621","1980-05-24"
"Ulu Pandan Zone A Residents' Committee","Ulu Pandan Zone `A' Residents' Committee","S80SS0192A","170 Ghim Moh Road, Singapore 279621","1980-09-03"
"Umar Pulavar Tamil High School Alumni Association","Umar Pulavar Tamil High School Old Students' Association","S78SS0010D","546A SERANGOON ROAD, Singapore 218168","1978-03-04"
"UME Singapore","","T11SS0010K","608 TELOK BLANGAH ROAD, #17-01 SKYLINE RESIDENCES, Singapore 109030","2011-01-12"
"UMW Club","United Motor Works Club","S71SS0021C","108 International Road, Singapore 629173","1971-02-10"
"Underground Theatre","","T07SS0215K","105E NANYANG VIEW, #03-10 NANYANG HEIGHTS, Singapore 639672","2007-09-26"
"Underwater Hockey Association Singapore","Stirling Underwater Hockey CLub","T09SS0171J","15 RICHARDS PLACE, Attn : Samuel Wong Yew Kong, Singapore 546338","2009-08-31"
"Unifight Association of Singapore","","T18SS0032C","510 GEYLANG ROAD, #04-04 The Sunflower, Singapore 389466","2018-02-26"
"UNIMASG","","T20SS0068A","90 GOODMAN ROAD, GOODMAN ARTS CENTRE (BLK L), Singapore 439053","2020-04-30"
"UNION DES FRANÃAIS DE L'ETRANGER (SINGAPOUR)","","T16SS0221G","105 EVERITT ROAD, Singapore 428630","2016-12-14"
"United Asia Professional Photography Association","","T24SS0160L","655A GEYLANG ROAD, Singapore 389585","2024-12-19"
"United Chinese Library","United Chinese Library alias Tong De Shu Bao She (in Han Zi Pin Yin)","S11SS0002D","53 Cantonment Road, Singapore 089753","1911-08-08"
"United Condo Squash Club","","T07SS0046F","1 Grange Road, #10-07 Orchard Building, Singapore 239693","2007-01-19"
"United Cricket Club","","T01SS0212C","370B East Coast Road, Singapore 428981","2001-11-10"
"UNITED DRAGON & LION DANCE ASSOCIATION","","T14SS0056K","48 TOH GUAN ROAD EAST, #09-117 , Singapore 608586","2014-04-08"
"United Five Temples Of Toa Payoh","","S72SS0001J","177 L Lorong 7 Toa Payoh, Singapore 319318","1972-08-28"
"United for United, Official Manchester United Supporters' Club (Singapore)","","T11SS0177C","10 ANSON ROAD, #21-02 INTERNATIONAL PLAZA, Singapore 079903","2011-10-05"
"United Hebrew Congregation (Singapore)","","S95SS0034L","20 KRAMAT LANE, #04-08 UNITED HOUSE, Singapore 228773","1995-09-29"
"United Indian Muslim Association","Pasir Panjang Indian Muslim Association","S64SS0034H","714 Clementi West Street 2, #01-139 , Singapore 120714","1964-05-16"
"United Kingdom Singapore Law Students' Society","","T26SS0009H","15 DUCHESS ROAD, DUKE'S GARDEN, Singapore 268983","2026-01-22"
"United Kingdom Singapore Student Council","","T25SS0099D","60 SAINT PATRICK'S ROAD, #01-19 SAINT PATRICK'S RESIDENCES, Singapore 423467","2025-07-03"
"United Nations Association Of Singapore","United Nations Association Singapore","S69SS0059A","316 TANGLIN ROAD, #02-01 , Singapore 247978","1969-12-29"
"United Singapore Democrats, The","","T10SS0067B","87 Telok Kurau Lorong L, #03-05 Le Conney Park, Singapore 425525","2010-03-25"
"United States Sports Academy Singapore Alumni","","S88SS0112A","535 Clementi Road, Student Affairs Office, Ngee Ann Poly, Singapore 599489","1988-11-23"
"United Warriors Cricket Club","","T15SS0172K","50 TUAS AVENUE 11, #02-02 TUAS LOT, Singapore 639107","2015-10-22"
"United Women Singapore","United Nations Development Fund for Women (Singapore Chapter)","S97SS0098B","352 TANGLIN ROAD, #01-09 TANGLIN INTERNATIONAL CENTER, Singapore 247671","1997-12-30"
"UNITED WOODBALL CLUB","","T10SS0097F","1189 UPPER SERANGOON ROAD, #03-01 HOUGANG PLAZA, Singapore 534785","2010-04-28"
"Unity Football Club","","T25SS0063B","97 YISHUN AVENUE 1, #11-31 THE ESTUARY, Singapore 769138","2025-04-30"
"Unity Singing Group","","T22SS0004H","1 SENOKO CRESCENT, SENOKO FOOD CONNECTION, Singapore 758283","2022-01-11"
"Unity Sports Club","","T22SS0074K","20 ANG MO KIO AVENUE 2, #04-37 THE PANORAMA, Singapore 567701","2022-06-05"
"Universal Peace Sanctuary (Singapore)","Universal Peace Sanctuary (Singapore Branch)","S61SS0133K","66A Boundary Road, Singapore 549982","1961-03-20"
"University at Buffalo (UB) Alumni Singapore","State University of New York at Buffalo Executive Master of Business Administration Alumni Association (Singapore)","T00SS0082G","10 Anson Road, #15-14 International Plaza, Singapore 079903","2000-03-18"
"University College London Alumni (Singapore)","","S93SS0165C","60 SOUTH BUONA VISTA ROAD, #03-02 VISTA PARK, Singapore 118172","1993-11-01"
